SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20222023,002,ALLEN,005,Allen County,901,Allen County Career and Technical Center,005901,002005901,210007002061,GRREC,902,A2,,,,,,,,
20222023,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,"",404,106,312,418,20555,6011,26566,27107
20222023,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,A1,404,106,312,418,20555,6011,26566,27107
20222023,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,"",3548,998,309,1307,9772,2136,11908,14642
20222023,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,A1,1155,406,240,645,8338,2033,10370,12849
20222023,003,ANDERSON,011,Anderson County,022,Robert B. Turner Elementary School,011022,003011022,210012001955,CKEC,901,A1,547,1207,299,1506,9040,1455,10495,13605
20222023,003,ANDERSON,011,Anderson County,025,Anderson County Middle School,011025,003011025,210012000017,CKEC,901,A1,806,408,295,703,7911,1366,9278,11712
20222023,003,ANDERSON,011,Anderson County,050,Saffell Street Elementary School,011050,003011050,210012000018,CKEC,901,A1,401,1249,239,1488,10814,1781,12594,15957
20222023,003,ANDERSON,011,Anderson County,110,Emma B. Ward Elementary School,011110,003011110,210012000021,CKEC,901,A1,466,1908,260,2168,10990,1498,12488,16408
20222023,003,ANDERSON,011,Anderson County,120,Ezra Sparrow Early Childhood Center,011120,003011120,210012001298,CKEC,901,A1,173,1915,502,2417,11447,1613,13060,17077
20222023,010,BOYD,012,Ashland Independent,"",---District Total---,012,"","",KEDC,903,"",2998,2297,1101,3398,10435,2416,12851,17357
20222023,010,BOYD,012,Ashland Independent,005,Ashland Alternative School,012005,010012005,210015002487,KEDC,903,A5,18,,,,,,,
20222023,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,A1,841,1632,1177,2809,11352,3178,14445,18321
20222023,010,BOYD,012,Ashland Independent,012,Ashland Head Start,012012,010012012,210015002023,KEDC,903,A4,0,,,,,,,
20222023,010,BOYD,012,Ashland Independent,050,Ashland Middle School,012050,010012050,210015000023,KEDC,903,A1,650,1667,1044,2711,10002,2270,12192,15995
20222023,010,BOYD,012,Ashland Independent,070,Crabbe Elementary School,012070,010012070,210015000025,KEDC,903,A1,332,2660,1228,3888,8524,2094,10509,15571
20222023,010,BOYD,012,Ashland Independent,080,Hager Elementary School,012080,010012080,210015000026,KEDC,903,A1,350,2473,907,3380,8252,2324,10529,14867
20222023,010,BOYD,012,Ashland Independent,100,Oakview Elementary School,012100,010012100,210015000028,KEDC,903,A1,291,3339,1188,4527,11800,2187,13938,19423
20222023,010,BOYD,012,Ashland Independent,110,Poage Elementary School,012110,010012110,210015000029,KEDC,903,A1,300,2780,1053,3833,11587,2172,13711,18709
20222023,010,BOYD,012,Ashland Independent,130,Charles Russell Elementary School,012130,010012130,210015000031,KEDC,903,A1,216,3949,1076,5024,12183,2342,14422,20790
20222023,012,BRACKEN,013,Augusta Independent,"",---District Total---,013,"","",KEDC,903,"",294,1592,405,1998,10971,3258,14229,17776
20222023,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,A1,294,1592,405,1998,10971,3258,14229,17776
20222023,004,BALLARD,015,Ballard County,"",---District Total---,015,"","",WKEC,908,"",917,1785,1235,3021,11679,3547,15226,21089
20222023,004,BALLARD,015,Ballard County,005,Ballard County Middle School,015005,004015005,210021000035,WKEC,908,A1,206,2421,776,3197,11469,2597,14066,18833
20222023,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,A1,246,677,1745,2421,14644,5391,20035,27856
20222023,004,BALLARD,015,Ballard County,050,Ballard County Elementary School,015050,004015050,210021000356,WKEC,908,A1,465,2090,1170,3260,10204,2992,13195,18508
20222023,004,BALLARD,015,Ballard County,070,Ballard Co. Preschool/Headstart Center,015070,004015070,210021000040,WKEC,908,A4,0,,,,,,,
20222023,004,BALLARD,015,Ballard County,905,Ballard County Career and Technology Ctr,015905,004015905,210021002404,WKEC,908,A2,,,,,,,,
20222023,061,KNOX,016,Barbourville Independent,"",---District Total---,016,"","",SESC,907,"",664,1031,670,1701,8495,2471,10966,13547
20222023,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,A1,656,1031,670,1701,8495,2471,10966,13547
20222023,061,KNOX,016,Barbourville Independent,015,Barbourville Learning Center,016015,061016015,"",SESC,907,A5,8,,,,,,,
20222023,090,NELSON,017,Bardstown Independent,"",---District Total---,017,"","",CKEC,901,"",2459,1392,210,1602,13534,2630,16164,24663
20222023,090,NELSON,017,Bardstown Independent,005,Bardstown Alternative School,017005,090017005,210027002359,CKEC,901,A5,50,,,,,,,
20222023,090,NELSON,017,Bardstown Independent,009,Bardstown Early Childhood Center,017009,090017009,210027002222,CKEC,901,A4,0,,,,,,,
20222023,090,NELSON,017,Bardstown Independent,010,Bardstown Elementary School,017010,090017010,210027000044,CKEC,901,A1,796,1117,186,1303,11913,2008,13921,21440
20222023,090,NELSON,017,Bardstown Independent,012,Bardstown Primary School,017012,090017012,210027002050,CKEC,901,A1,390,1825,186,2011,14787,2011,16798,24903
20222023,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,A1,653,322,191,514,12427,3347,15776,22537
20222023,090,NELSON,017,Bardstown Independent,030,Bardstown Middle School,017030,090017030,210027000046,CKEC,901,A1,570,478,155,633,11771,2200,13973,20700
20222023,005,BARREN,021,Barren County,"",---District Total---,021,"","",GRREC,902,"",4803,1612,669,2281,10028,2721,12749,17042
20222023,005,BARREN,021,Barren County,010,Austin Tracy Elementary School,021010,005021010,210030000047,GRREC,902,A1,296,1702,881,2703,11188,2350,11426,16784
20222023,005,BARREN,021,Barren County,011,College Street Campus,021011,005021011,210030001303,GRREC,902,A5,43,,,,,,,
20222023,005,BARREN,021,Barren County,012,BAVEL,021012,005021012,210030001970,GRREC,902,A5,237,,,,,,,
20222023,005,BARREN,021,Barren County,014,North Jackson Elementary,021014,005021014,210030002232,GRREC,902,A1,492,1771,735,2632,14733,2760,15307,20372
20222023,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,A1,1351,1122,748,1996,11320,2587,12371,16921
20222023,005,BARREN,021,Barren County,035,Eastern Elementary School,021035,005021035,210030000049,GRREC,902,A1,304,2240,870,3236,12685,2816,12847,18805
20222023,005,BARREN,021,Barren County,050,Barren County Middle School,021050,005021050,210030000607,GRREC,902,A1,644,1330,473,1928,11231,2368,11853,16215
20222023,005,BARREN,021,Barren County,080,Hiseville Elementary School,021080,005021080,210030000050,GRREC,902,A1,257,1543,577,2242,7833,1804,7684,12458
20222023,005,BARREN,021,Barren County,130,Park City Elementary School,021130,005021130,210030000051,GRREC,902,A1,340,1945,740,2810,10989,2384,11013,16437
20222023,005,BARREN,021,Barren County,150,Red Cross Elementary School,021150,005021150,210030000052,GRREC,902,A1,592,1663,680,1822,11283,2325,11529,16431
20222023,005,BARREN,021,Barren County,180,Temple Hill Elementary School,021180,005021180,210030000053,GRREC,902,A1,247,1856,784,2766,12236,2662,12556,17755
20222023,006,BATH,025,Bath County,"",---District Total---,025,"","",KEDC,903,"",1919,1753,665,2418,8926,2448,11373,16309
20222023,006,BATH,025,Bath County,012,Second Chance Academy,025012,006025012,210033002335,KEDC,903,A5,20,,,,,,,
20222023,006,BATH,025,Bath County,014,Crossroads Elementary School,025014,006025014,210033002223,KEDC,903,A1,355,1834,662,2497,9089,2161,11250,15140
20222023,006,BATH,025,Bath County,020,Bath County Middle School,025020,006025020,210033001606,KEDC,903,A1,428,1437,505,1943,8400,2231,10631,13992
20222023,006,BATH,025,Bath County,030,Owingsville Elementary School,025030,006025030,210033000056,KEDC,903,A1,511,2409,890,3300,8504,2111,10616,15324
20222023,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,A1,605,1155,502,1656,8365,2810,11175,17581
20222023,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,"",1508,432,74,506,9060,2898,11958,20891
20222023,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,A1,750,366,72,438,9098,2511,11609,20036
20222023,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,NKCES,905,A1,725,517,78,595,9594,3386,12980,21407
20222023,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,NKCES,905,A6,33,,,,,,,
20222023,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,"",2322,2507,409,2915,9661,4490,14151,18783
20222023,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,A1,448,4944,685,5629,18851,8541,27392,32943
20222023,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,A1,254,6006,691,6697,19626,9022,28648,36513
20222023,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,SESC,907,A1,679,4536,827,5183,18833,8827,27660,32928
20222023,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,A1,92,5549,663,6212,26138,10713,36851,47067
20222023,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,A1,182,6311,658,6969,20190,8757,28947,35928
20222023,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,A1,134,6221,670,6891,24828,10815,35643,42615
20222023,007,BELL,031,Bell County,390,Yellow Creek School Center,031390,007031390,210039000074,SESC,907,A1,533,4536,1163,5699,18430,8579,27009,32266
20222023,019,CAMPBELL,032,Bellevue Independent,"",---District Total---,032,"","",NKCES,905,"",583,1011,945,1956,13295,3284,16580,22055
20222023,019,CAMPBELL,032,Bellevue Independent,010,Bellevue High School,032010,019032010,210042000075,NKCES,905,A1,355,1974,902,2876,24655,5897,30553,37119
20222023,019,CAMPBELL,032,Bellevue Independent,020,Grandview Elementary School,032020,019032020,210042000076,NKCES,905,A1,228,2047,1530,3577,27212,6271,33484,39037
20222023,073,MADISON,034,Berea Independent,"",---District Total---,034,"","",SESC,907,"",1017,1742,1172,2914,12165,3768,15933,19982
20222023,073,MADISON,034,Berea Independent,010,Berea Community Elementary School,034010,073034010,210048000077,SESC,907,A1,440,1564,1150,2714,13294,3401,16694,19408
20222023,073,MADISON,034,Berea Independent,015,Berea Community Middle School,034015,073034015,210048001658,SESC,907,A1,229,1578,1233,2809,14328,3618,17945,20756
20222023,073,MADISON,034,Berea Independent,020,Berea Community High School,034020,073034020,210048000078,SESC,907,A1,348,2076,1159,3236,9311,4331,13645,16881
20222023,008,BOONE,035,Boone County,"",---District Total---,035,"","",NKCES,905,"",19851,478,234,712,11687,1900,13587,16472
20222023,008,BOONE,035,Boone County,005,A M Yealey Elementary School,035005,008035005,210051000079,NKCES,905,A1,574,674,794,1468,10010,793,10804,12271
20222023,008,BOONE,035,Boone County,006,Erpenbeck Elementary School,035006,008035006,210051001710,NKCES,905,A1,667,452,258,709,10485,1029,11515,12224
20222023,008,BOONE,035,Boone County,008,North Pointe Elementary School,035008,008035008,210051001883,NKCES,905,A1,411,563,300,863,12500,1203,13702,14566
20222023,008,BOONE,035,Boone County,010,Camp Ernst Middle School,035010,008035010,210051001971,NKCES,905,A1,720,747,417,1164,9862,1014,10876,12040
20222023,008,BOONE,035,Boone County,011,Shirley Mann Elementary School,035011,008035011,210051002022,NKCES,905,A1,722,325,250,575,11664,1068,12732,13307
20222023,008,BOONE,035,Boone County,012,Thornwilde Elementary School,035012,008035012,210051002290,NKCES,905,A1,606,333,356,689,8570,890,9460,10149
20222023,008,BOONE,035,Boone County,015,Randall K. Cooper High School,035015,008035015,210051002206,NKCES,905,A1,1436,417,278,695,8499,1795,10294,10989
20222023,008,BOONE,035,Boone County,017,Longbranch Elementary School,035017,008035017,210051002245,NKCES,905,A1,891,349,297,646,9159,807,9966,10612
20222023,008,BOONE,035,Boone County,018,Steeplechase Elementary School,035018,008035018,210051002522,NKCES,905,A1,545,770,1039,1809,10038,664,10702,12511
20222023,008,BOONE,035,Boone County,020,Rector A. Jones Middle School,035020,008035020,210051000080,NKCES,905,A1,700,1322,905,2227,9430,731,10161,12388
20222023,008,BOONE,035,Boone County,025,Ballyshannon Middle School,035025,008035025,210051002460,NKCES,905,A1,622,668,371,1039,9311,1112,10423,11462
20222023,008,BOONE,035,Boone County,030,Boone County High School,035030,008035030,210051000081,NKCES,905,A1,1214,653,446,1099,9982,1606,11588,12687
20222023,008,BOONE,035,Boone County,040,Burlington Elementary School,035040,008035040,210051000082,NKCES,905,A1,658,967,656,1623,10516,684,11200,12823
20222023,008,BOONE,035,Boone County,041,Charles H. Kelly Elementary School,035041,008035041,210051001519,NKCES,905,A1,242,581,777,1358,13096,1049,14145,15503
20222023,008,BOONE,035,Boone County,043,Conner Middle School,035043,008035043,210051000083,NKCES,905,A1,884,580,294,874,9500,1089,10589,11463
20222023,008,BOONE,035,Boone County,045,Conner High School,035045,008035045,210051000084,NKCES,905,A1,1400,320,301,620,8973,1330,10303,10924
20222023,008,BOONE,035,Boone County,050,Florence Elementary School,035050,008035050,210051000085,NKCES,905,A1,516,1064,964,2028,10362,764,11126,13154
20222023,008,BOONE,035,Boone County,055,Chester Goodridge Elementary School,035055,008035055,210051000086,NKCES,905,A1,623,788,854,1642,10048,877,10925,12567
20222023,008,BOONE,035,Boone County,065,Hillard Collins Elementary School,035065,008035065,210051001608,NKCES,905,A1,457,1163,705,1868,12244,1004,13248,15116
20222023,008,BOONE,035,Boone County,071,Larry A. Ryle High School,035071,008035071,210051000011,NKCES,905,A1,1971,337,279,616,8663,1644,10307,10923
20222023,008,BOONE,035,Boone County,075,Gray Middle School,035075,008035075,210051000638,NKCES,905,A1,1015,462,243,705,9072,1060,10132,10837
20222023,008,BOONE,035,Boone County,080,New Haven Elementary School,035080,008035080,210051000088,NKCES,905,A1,636,414,354,768,10322,1039,11361,12129
20222023,008,BOONE,035,Boone County,081,Ockerman Elementary School,035081,008035081,210051000089,NKCES,905,A1,732,911,844,1755,9380,612,9992,11747
20222023,008,BOONE,035,Boone County,083,Stephens Elementary School,035083,008035083,210051001695,NKCES,905,A1,510,780,732,1512,11389,856,12245,13757
20222023,008,BOONE,035,Boone County,085,Ockerman Middle School,035085,008035085,210051000090,NKCES,905,A1,658,558,380,937,9678,1089,10768,11705
20222023,008,BOONE,035,Boone County,135,ACCEL Academy,035135,008035135,210051002523,NKCES,905,A5,320,,,,,,,
20222023,008,BOONE,035,Boone County,160,Ignite Institute,035160,008035160,"",NKCES,905,A2,,,,,,,,
20222023,008,BOONE,035,Boone County,170,RISE Academy,035170,008035170,210051002266,NKCES,905,A5,121,,,,,,,
20222023,009,BOURBON,041,Bourbon County,"",---District Total---,041,"","",CKEC,901,"",2454,1856,729,2585,10395,2762,13157,16840
20222023,009,BOURBON,041,Bourbon County,010,Bourbon Central Elementary School,041010,009041010,210054001576,CKEC,901,A1,481,2319,474,2794,10724,2252,12976,17410
20222023,009,BOURBON,041,Bourbon County,011,Bourbon County Preschool Headstart,041011,009041011,210054002054,CKEC,901,A4,0,,,,,,,
20222023,009,BOURBON,041,Bourbon County,030,Cane Ridge Elementary School,041030,009041030,210054000024,CKEC,901,A1,473,2573,474,3047,10580,2214,12794,17403
20222023,009,BOURBON,041,Bourbon County,090,North Middletown Elementary School,041090,009041090,210054000096,CKEC,901,A1,144,2871,513,3383,11161,2625,13786,19003
20222023,009,BOURBON,041,Bourbon County,110,Bourbon County High School,041110,009041110,210054000098,CKEC,901,A1,766,1360,525,1885,9891,2465,12356,16170
20222023,009,BOURBON,041,Bourbon County,120,Bourbon County Middle School,041120,009041120,210054000099,CKEC,901,A1,590,1298,533,1831,10463,2131,12594,16267
20222023,114,WARREN,042,Bowling Green Independent,"",---District Total---,042,"","",GRREC,902,"",4295,1379,673,2051,10134,2584,12718,21274
20222023,114,WARREN,042,Bowling Green Independent,010,Dishman McGinnis Elementary School,042010,114042010,210057000100,GRREC,902,A1,431,1404,731,2135,10686,1489,12175,20813
20222023,114,WARREN,042,Bowling Green Independent,011,Childrens Crisis Stabilization Unit,042011,114042011,210057001830,GRREC,902,A6,,,,,,,,
20222023,114,WARREN,042,Bowling Green Independent,013,Warren Regional Juvenile Detention Ctr,042013,114042013,210057001911,GRREC,902,A6,38,,,,,,,
20222023,114,WARREN,042,Bowling Green Independent,057,Parker-Bennett-Curry School,042057,114042057,210057000102,GRREC,902,A1,379,1755,628,2382,9867,2632,12499,21419
20222023,114,WARREN,042,Bowling Green Independent,060,Potter Gray Elementary,042060,114042060,210057000103,GRREC,902,A1,421,827,548,1375,8995,2636,11632,19031
20222023,114,WARREN,042,Bowling Green Independent,065,Bowling Green Junior High,042065,114042065,210057000104,GRREC,902,A1,952,1050,621,1671,9142,2856,11998,19601
20222023,114,WARREN,042,Bowling Green Independent,070,Bowling Green High School,042070,114042070,210057000105,GRREC,902,A1,1264,767,713,1480,9332,2462,11794,19090
20222023,114,WARREN,042,Bowling Green Independent,080,T C Cherry Elementary School,042080,114042080,210057000106,GRREC,902,A1,300,2788,561,3349,10097,2024,12121,22222
20222023,114,WARREN,042,Bowling Green Independent,090,W R McNeill Elementary School,042090,114042090,210057000107,GRREC,902,A1,449,1480,526,2005,9231,2123,11354,18973
20222023,114,WARREN,042,Bowling Green Independent,098,Bowling Green Learning Center,042098,114042098,210057001696,GRREC,902,A5,61,,,,,,,
20222023,010,BOYD,045,Boyd County,"",---District Total---,045,"","",KEDC,903,"",2803,2664,694,3359,12385,3110,15496,21503
20222023,010,BOYD,045,Boyd County,010,Boyd County High School,045010,010045010,210062000108,KEDC,903,A1,880,892,361,1253,11447,3030,14477,15730
20222023,010,BOYD,045,Boyd County,020,Cannonsburg Elementary School,045020,010045020,210062000109,KEDC,903,A1,276,2960,624,3584,14127,2806,16933,20517
20222023,010,BOYD,045,Boyd County,035,Boyd County Middle School,045035,010045035,210062000112,KEDC,903,A1,622,1956,388,2344,10446,2560,13006,15350
20222023,010,BOYD,045,Boyd County,045,Boyd County Central School,045045,010045045,210062002466,KEDC,903,A5,17,,,,,,,
20222023,010,BOYD,045,Boyd County,080,Summit Elementary School,045080,010045080,210062000117,KEDC,903,A1,474,2561,476,3037,11006,2644,13650,16687
20222023,010,BOYD,045,Boyd County,085,Ramey-Estep High School,045085,010045085,210062000640,KEDC,903,A6,,,,,,,,
20222023,010,BOYD,045,Boyd County,095,Catlettsburg Elementary School,045095,010045095,210062000118,KEDC,903,A1,209,2873,539,3412,14301,4546,18847,22259
20222023,010,BOYD,045,Boyd County,097,Ponderosa Elementary School,045097,010045097,210062000030,KEDC,903,A1,325,2293,452,2745,11220,2452,13672,16417
20222023,010,BOYD,045,Boyd County,120,Boyd Co Career & Tech Educ Ctr Voc Sch,045120,010045120,210062001479,KEDC,903,A2,,,,,,,,
20222023,010,BOYD,045,Boyd County,198,Boyd Co Early Childhood Academy,045198,010045198,210062001923,KEDC,903,A4,0,,,,,,,
20222023,011,BOYLE,051,Boyle County,"",---District Total---,051,"","",CKEC,901,"",2817,914,332,1246,10847,2582,13429,17421
20222023,011,BOYLE,051,Boyle County,003,Boyle County Middle School,051003,011051003,210063000119,CKEC,901,A1,677,746,162,908,11760,2231,13994,14902
20222023,011,BOYLE,051,Boyle County,004,Boyle County Day Treatment,051004,011051004,210063001713,CKEC,901,A6,12,,,,,,,
20222023,011,BOYLE,051,Boyle County,005,Boyle County High School,051005,011051005,210063000120,CKEC,901,A1,879,397,232,629,10563,3302,13864,14493
20222023,011,BOYLE,051,Boyle County,040,Junction City Elementary School,051040,011051040,210063000121,CKEC,901,A1,379,1747,678,2426,10254,2346,12601,15027
20222023,011,BOYLE,051,Boyle County,050,Woodlawn Elementary School,051050,011051050,210063000122,CKEC,901,A1,606,984,173,1157,10494,2187,12681,13838
20222023,011,BOYLE,051,Boyle County,080,Perryville Elementary School,051080,011051080,210063000124,CKEC,901,A1,264,1653,951,2604,11228,2351,13579,16184
20222023,012,BRACKEN,055,Bracken County,"",---District Total---,055,"","",NKCES,905,"",1095,750,1149,1898,10872,2654,13526,16638
20222023,012,BRACKEN,055,Bracken County,010,Bracken County High School,055010,012055010,210066000125,NKCES,905,A1,361,505,995,1500,10193,3528,13722,16072
20222023,012,BRACKEN,055,Bracken County,050,Taylor Elementary School,055050,012055050,210066000128,NKCES,905,A1,467,913,1225,2139,11878,2083,13961,16971
20222023,012,BRACKEN,055,Bracken County,060,Bracken County Middle School,055060,012055060,210066001560,NKCES,905,A1,267,833,1221,2054,9993,2470,12463,16226
20022023,013,BREATHITT,061,Breathitt County,"",---District Total---,061,"","",KVEC,904,"",1602,2269,1475,3745,10049,3503,13552,25449
20222023,013,BREATHITT,061,Breathitt County,030,Highland-Turner Elementary School,061030,013061030,210069001659,KVEC,904,A1,172,2571,1312,3883,12130,3743,13738,19756
20222023,013,BREATHITT,061,Breathitt County,031,Breathitt Regional School,061031,013061031,210069001623,KVEC,904,A6,21,,,,,,,
20222023,013,BREATHITT,061,Breathitt County,033,Breathitt County Day Treatment,061033,013061033,210069001842,KVEC,904,A6,8,,,,,,,
20222023,013,BREATHITT,061,Breathitt County,060,Breathitt County High School,061060,013061060,210069000129,KVEC,904,A1,752,2239,1677,3917,8746,4032,10643,16695
20222023,013,BREATHITT,061,Breathitt County,150,Sebastian Elementary School,061150,013061150,210069000132,KVEC,904,A1,460,2094,1358,3452,9610,2862,10337,15924
20222023,013,BREATHITT,061,Breathitt County,185,Marie Roberts-Caney Elementary School,061185,013061185,210069000133,KVEC,904,A1,189,2293,1159,3452,13978,3025,14868,20455
20222023,014,BRECKINRIDGE,065,Breckinridge County,"",---District Total---,065,"","",GRREC,902,"",2602,2118,424,2542,9343,2350,11693,16255
20222023,014,BRECKINRIDGE,065,Breckinridge County,010,Breckinridge County High School,065010,014065010,210072000137,GRREC,902,A1,922,1250,435,1685,8621,2941,11563,13247
20222023,014,BRECKINRIDGE,065,Breckinridge County,020,Hardinsburg Elementary School,065020,014065020,210072000138,GRREC,902,A1,444,2807,418,3224,11174,2542,13717,16941
20222023,014,BRECKINRIDGE,065,Breckinridge County,030,Ben Johnson Elementary School,065030,014065030,210072000139,GRREC,902,A1,213,2862,422,3284,10894,2609,13503,16787
20222023,014,BRECKINRIDGE,065,Breckinridge County,040,Custer Elementary School,065040,014065040,210072000140,GRREC,902,A1,155,3479,495,3974,11838,2922,14760,18734
20222023,014,BRECKINRIDGE,065,Breckinridge County,050,Irvington Elementary School,065050,014065050,210072000141,GRREC,902,A1,320,2763,418,3181,10206,2767,12973,16154
20222023,014,BRECKINRIDGE,065,Breckinridge County,100,Breckinridge County Middle School,065100,014065100,210072001304,GRREC,902,A1,548,1971,393,2363,9940,2470,12410,14774
20222023,015,BULLITT,071,Bullitt County,"",---District Total---,071,"","",OVEC,906,"",12779,673,200,873,9564,1817,11381,15203
20222023,015,BULLITT,071,Bullitt County,005,Bernheim Middle School,071005,015071005,210075000414,OVEC,906,A1,432,475,306,782,8679,1666,10345,14027
20222023,015,BULLITT,071,Bullitt County,006,Freedom Elementary School,071006,015071006,210075001958,OVEC,906,A1,569,669,195,863,8820,1606,10427,14167
20222023,015,BULLITT,071,Bullitt County,007,Zoneton Middle School,071007,015071007,210075001973,OVEC,906,A1,361,799,164,963,9390,1875,11264,15146
20222023,015,BULLITT,071,Bullitt County,008,Shepherdsville Elementary,071008,015071008,210075001974,OVEC,906,A1,500,805,300,1105,9891,1682,11573,15627
20222023,015,BULLITT,071,Bullitt County,009,Eastside Middle School,071009,015071009,210075001975,OVEC,906,A1,682,429,159,589,9099,1563,10662,14093
20222023,015,BULLITT,071,Bullitt County,010,Brooks Elementary School,071010,015071010,210075000144,OVEC,906,A1,425,778,262,1040,11019,1775,12794,16741
20222023,015,BULLITT,071,Bullitt County,015,Bullitt Central High School,071015,015071015,210075000145,OVEC,906,A1,1315,484,196,680,9616,1970,11587,15138
20222023,015,BULLITT,071,Bullitt County,016,Bullitt East High School,071016,015071016,210075001409,OVEC,906,A1,1530,466,172,638,8693,2122,10817,14293
20222023,015,BULLITT,071,Bullitt County,018,Bullitt Lick Middle School,071018,015071018,210075001410,OVEC,906,A1,459,641,162,803,9627,1731,11358,15055
20222023,015,BULLITT,071,Bullitt County,020,Cedar Grove Elementary,071020,015071020,210075000146,OVEC,906,A1,372,739,157,896,11156,1737,12894,16708
20222023,015,BULLITT,071,Bullitt County,025,Hebron Middle School,071025,015071025,210075000147,OVEC,906,A1,529,370,188,558,8980,1694,10674,14110
20222023,015,BULLITT,071,Bullitt County,030,Lebanon Junction Elementary,071030,015071030,210075000148,OVEC,906,A1,341,891,161,1051,12321,1844,14165,18147
20222023,015,BULLITT,071,Bullitt County,032,Spring Meadows,071032,015071032,210075002169,OVEC,906,A6,17,,,,,,,
