SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20212022,059,KENTON,134,Covington Independent,013,Transformational Learning Center,134013,059134013,210135001783,NKCES,905,A5,81,,,,,,,
20212022,059,KENTON,134,Covington Independent,017,Holmes Middle School,134017,059134017,210135001944,NKCES,905,A1,691,1844,965,2809,11220,1393,12613,16246
20212022,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,A1,868,1696,1054,2750,11479,3352,14831,18270
20212022,059,KENTON,134,Covington Independent,110,John G Carlisle Elementary,134110,059134110,210135000270,NKCES,905,A1,336,1612,1238,2850,12069,1915,13984,17995
20212022,059,KENTON,134,Covington Independent,115,Latonia Elementary School,134115,059134115,210135000271,NKCES,905,A1,307,2178,869,3047,11959,2253,14212,18519
20212022,059,KENTON,134,Covington Independent,150,Ninth District Elementary,134150,059134150,210135000274,NKCES,905,A1,354,1627,1671,3298,11699,2102,13801,18124
20212022,059,KENTON,134,Covington Independent,160,Glenn O Swing Elementary,134160,059134160,210135000275,NKCES,905,A1,402,2030,1234,3264,11173,2092,13265,17400
20212022,059,KENTON,134,Covington Independent,170,Sixth District Elementary School,134170,059134170,210135000276,NKCES,905,A1,385,1917,1201,3118,12482,2246,14728,18853
20212022,059,KENTON,134,Covington Independent,906,Chapman Vocational Education Center,134906,059134906,210135002338,NKCES,905,A2,0,,,,,,,
20212022,028,CRITTENDEN,135,Crittenden County,"",---District Total---,135,"","",WKEC,908,"",1321,1446,489,1935,8731,2086,10818,14461
20212022,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,WKEC,908,A1,413,982,474,1457,982,2677,3659,17426
20212022,028,CRITTENDEN,135,Crittenden County,022,Pathway Academy High School,135022,028135022,210138002225,WKEC,908,A5,1,,,,,,,
20212022,028,CRITTENDEN,135,Crittenden County,025,Crittenden County Middle School,135025,028135025,210138000280,WKEC,908,A1,317,1293,450,1743,1294,1782,3077,13500
20212022,028,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,135100,028135100,210138001441,WKEC,908,A1,590,1890,520,2410,1890,1964,3854,14900
20212022,029,CUMBERLAND,141,Cumberland County,"",---District Total---,141,"","",GRREC,902,"",929,2634,1826,4460,8476,3254,11729,17659
20212022,029,CUMBERLAND,141,Cumberland County,070,Cumberland County Elementary School,141070,029141070,210141000286,GRREC,902,A1,441,3650,2852,6502,19124,7691,11288,26815
20212022,029,CUMBERLAND,141,Cumberland County,075,Cumberland County Middle School,141075,029141075,210141001561,GRREC,902,A1,199,5446,2592,8038,21174,8199,13067,29373
20212022,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,A1,289,3920,2513,6433,19323,8848,11840,28172
20212022,011,BOYLE,143,Danville Independent,"",---District Total---,143,"","",CKEC,901,"",1728,2113,628,2742,10975,2141,13116,17272
20212022,011,BOYLE,143,Danville Independent,003,Mary G. Hogsett Primary School,143003,011143003,210144002477,CKEC,901,A1,273,2174,594,2768,9636,1678,11315,15414
20212022,011,BOYLE,143,Danville Independent,005,John W. Bate Middle School,143005,011143005,210144000290,CKEC,901,A1,380,2032,571,2603,9984,2052,12036,15953
20212022,011,BOYLE,143,Danville Independent,010,Edna L. Toliver Intermediate School,143010,011143010,210144002476,CKEC,901,A1,517,2424,579,3003,10324,1869,12194,16528
20212022,011,BOYLE,143,Danville Independent,015,Anchor Academy,143015,011143015,210144002500,CKEC,901,A5,94,,,,,,,
20212022,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,A1,439,1684,695,2379,11992,2715,14707,18417
20212022,011,BOYLE,143,Danville Independent,350,Sunrise Academy,143350,011143350,210144000646,CKEC,901,A6,25,,,,,,,
20212022,030,DAVIESS,145,Daviess County,"",---District Total---,145,"","",GRREC,902,"",10840,992,657,1648,9854,1775,11629,17285
20212022,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,A1,1410,763,512,1275,9291,2263,11554,24364
20212022,030,DAVIESS,145,Daviess County,006,Meadow Lands Elementary School,145006,030145006,210147001949,GRREC,902,A1,417,1277,1163,2440,10201,1660,11861,15466
20212022,030,DAVIESS,145,Daviess County,007,East View Elementary School,145007,030145007,210147001625,GRREC,902,A1,466,1321,685,2006,9957,1514,11471,14692
20212022,030,DAVIESS,145,Daviess County,008,F T Burns Middle School,145008,030145008,210147000296,GRREC,902,A1,738,771,513,1284,10778,1733,12511,15312
20212022,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,A1,1704,759,521,1280,8730,2318,11048,13397
20212022,030,DAVIESS,145,Daviess County,011,Southern Oaks Elementary School,145011,030145011,210147002230,GRREC,902,A1,435,1163,522,1685,9871,1549,11420,14266
20212022,030,DAVIESS,145,Daviess County,015,The Center for Academic Improvement,145015,030145015,210147002470,GRREC,902,A5,35,,,,,,,
20212022,030,DAVIESS,145,Daviess County,020,Daviess County Middle School,145020,030145020,210147000298,GRREC,902,A1,808,851,502,1353,10087,1521,11608,33749
20212022,030,DAVIESS,145,Daviess County,025,Highland Elementary School,145025,030145025,210147000299,GRREC,902,A1,423,1178,663,1841,10651,1724,12375,15450
20212022,030,DAVIESS,145,Daviess County,040,Deer Park Elementary School,145040,030145040,210147000301,GRREC,902,A1,472,1209,1216,2425,10093,1520,11613,15191
20212022,030,DAVIESS,145,Daviess County,070,Sorgho Elementary School,145070,030145070,210147000303,GRREC,902,A1,355,1068,678,1746,11420,1646,13066,16078
20212022,030,DAVIESS,145,Daviess County,085,Audubon Elementary School,145085,030145085,210147000054,GRREC,902,A1,383,1527,753,2280,10602,1645,12247,15709
20212022,030,DAVIESS,145,Daviess County,095,Tamarack Elementary School,145095,030145095,210147000306,GRREC,902,A1,483,1310,685,1995,9803,1499,11303,14517
20212022,030,DAVIESS,145,Daviess County,130,West Louisville Elementary School,145130,030145130,210147000309,GRREC,902,A1,301,1147,1244,2391,12170,1496,13666,17133
20212022,030,DAVIESS,145,Daviess County,140,Whitesville Elementary School,145140,030145140,210147000310,GRREC,902,A1,311,937,742,1679,10725,1754,12478,15191
20212022,030,DAVIESS,145,Daviess County,145,F T Burns Elementary School,145145,030145145,210147000311,GRREC,902,A1,427,1552,991,2543,9811,1649,11460,15037
20212022,030,DAVIESS,145,Daviess County,150,Country Heights Elementary School,145150,030145150,210147001581,GRREC,902,A1,443,971,601,1572,9981,1566,11548,14153
20212022,030,DAVIESS,145,Daviess County,155,College View Middle School,145155,030145155,210147000961,GRREC,902,A1,873,758,480,1238,9310,1536,10846,13592
20212022,030,DAVIESS,145,Daviess County,160,Owensboro Day Treatment,145160,030145160,210147000312,GRREC,902,A6,22,,,,,,,
20212022,030,DAVIESS,145,Daviess County,170,Valley High School,145170,030145170,210147001700,GRREC,902,A6,10,,,,,,,
20212022,030,DAVIESS,145,Daviess County,175,Valley Elementary School,145175,030145175,210147000964,GRREC,902,A6,23,,,,,,,
20212022,030,DAVIESS,145,Daviess County,180,Heritage Park High School,145180,030145180,210147000969,GRREC,902,A5,301,,,,,,,
20212022,054,HOPKINS,146,Dawson Springs Independent,"",---District Total---,146,"","",WKEC,908,"",492,967,335,1303,10591,2493,13084,15966
20212022,054,HOPKINS,146,Dawson Springs Independent,017,Dawson Springs Elementary,146017,054146017,210150002200,WKEC,908,A1,260,1059,302,1361,8993,1963,10957,13768
20212022,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,A1,230,660,316,976,10690,2721,13411,15837
20212022,054,HOPKINS,146,Dawson Springs Independent,035,DSISD Virtual Academy,146035,054146035,"",WKEC,908,A5,2,,,,,,,
20212022,019,CAMPBELL,147,Dayton Independent,"",---District Total---,147,"","",NKCES,905,"",816,2134,1427,3561,11358,2443,13801,18885
20212022,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,NKCES,905,A1,363,2184,1211,3394,12007,2739,14747,19600
20212022,019,CAMPBELL,147,Dayton Independent,030,Lincoln Elementary School,147030,019147030,210153000317,NKCES,905,A1,412,1980,1471,3451,10098,2084,12183,17104
20212022,019,CAMPBELL,147,Dayton Independent,120,Regional School Programs,147120,019147120,210153002413,NKCES,905,A5,41,,,,,,,
20212022,063,LAUREL,149,East Bernstadt Independent,"",---District Total---,149,"","",SESC,907,"",440,896,811,1707,9410,2325,11736,17110
20212022,063,LAUREL,149,East Bernstadt Independent,010,East Bernstadt Elementary School,149010,063149010,210159000318,SESC,907,A1,440,896,811,1707,9410,2325,11736,17110
20212022,031,EDMONSON,151,Edmonson County,"",---District Total---,151,"","",GRREC,902,"",1793,789,201,990,9241,2021,11262,15316
20212022,031,EDMONSON,151,Edmonson County,020,South Edmonson Elementary School,151020,031151020,210162000319,GRREC,902,A1,393,936.00,175.00,1111.00,10174.00,1894.00,12068.00,15646.00
20212022,031,EDMONSON,151,Edmonson County,022,Edmonson County 5/6 Center,151022,031151022,210162001985,GRREC,902,A1,248,694.00,149.00,843.00,9884.00,2172.00,12057.00,15462.00
20212022,031,EDMONSON,151,Edmonson County,050,Edmonson County Middle School,151050,031151050,210162000321,GRREC,902,A1,290,656.00,120.00,776.00,8792.00,1902.00,10694.00,13860.00
20212022,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,GRREC,902,A1,602,289.00,179.00,468.00,9312.00,2287.00,11599.00,14457.00
20212022,031,EDMONSON,151,Edmonson County,080,Kyrock Elementary School,151080,031151080,210162000322,GRREC,902,A1,260,1624.00,275.00,1899.00,11668.00,2128.00,13796.00,18290.00
20212022,047,HARDIN,152,Elizabethtown Independent,"",---District Total---,152,"","",GRREC,902,"",2410,747,607,1354,8968,1744,10711,13171
20212022,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,GRREC,902,A1,780,466,644,1110,8727,1922,10649,12572
20212022,047,HARDIN,152,Elizabethtown Independent,015,Helmwood Heights Elementary School,152015,047152015,210165000324,GRREC,902,A1,386,976,586,1562,9183,1570,10754,12316
20212022,047,HARDIN,152,Elizabethtown Independent,020,Morningside Elementary School,152020,047152020,210165000325,GRREC,902,A1,461,1024,560,1584,8819,1909,10728,12312
20212022,047,HARDIN,152,Elizabethtown Independent,025,Panther Academy,152025,047152025,210165002319,GRREC,902,A1,181,784,601,1385,9055,1992,11047,12432
20212022,047,HARDIN,152,Elizabethtown Independent,035,Talton K Stone Middle School,152035,047152035,210165000326,GRREC,902,A1,548,634,586,1219,8129,1197,9327,10546
20212022,047,HARDIN,152,Elizabethtown Independent,041,Valley View Education Center,152041,047152041,210165002355,GRREC,902,A5,54,,,,,,,
20212022,032,ELLIOTT,155,Elliott County,"",---District Total---,155,"","",KEDC,903,"",891,1245,1432,2678,10265,2429,12695,17577
20212022,032,ELLIOTT,155,Elliott County,100,Elliott County Primary School,155100,032155100,210168002505,KEDC,903,A1,186,2427,1617,12909,4142,4044,17052,19181
20212022,032,ELLIOTT,155,Elliott County,270,Elliott County Intermediate School,155270,032155270,210168000330,KEDC,903,A1,197,2180,1670,12766,4632,3851,17399,19528
20212022,032,ELLIOTT,155,Elliott County,275,Elliott County Middle School,155275,032155275,210168002504,KEDC,903,A1,238,397,1245,8100,3090,1486,11187,13319
20212022,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,KEDC,903,A1,270,590,1297,12636,3703,1887,16339,18717
20212022,052,HENRY,156,Eminence Independent,"",---District Total---,156,"","",OVEC,906,"",924,602,852,1454,8791,1941,10733,14623
20212022,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,A1,470,515,864,1379,10259,2875,12873,16071
20212022,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,052156020,210171000333,OVEC,906,A1,392,768,886,1654,9693,2259,11435,14911
20212022,052,HENRY,156,Eminence Independent,025,Bluegrass Challenge Academy,156025,052156025,210171002455,OVEC,906,A5,62,,,,,,,
20212022,059,KENTON,157,Erlanger-Elsmere Independent,"",---District Total---,157,"","",NKCES,905,"",2304,1231,1090,2321,10059,1485,11544,15733
20212022,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,059157003,210174000334,NKCES,905,A1,319,1165.00,974.00,2138.00,9932.00,1435.00,11367.00,15468.00
20212022,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,059157005,210174000335,NKCES,905,A1,203,2181.00,964.00,3145.00,11417.00,1436,12852.00,17525.00
20212022,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,059157010,210174000336,NKCES,905,A1,288,1533.00,951.00,2484.00,9518.00,1485.00,11003.00,15014.00
20212022,059,KENTON,157,Erlanger-Elsmere Independent,015,Early Learning Center,157015,059157015,210174002498,NKCES,905,A4,0,,,,,,,
20212022,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,NKCES,905,A1,649,836.00,907.00,1743.00,9564.00,1737.00,11302.00,14999.00
20212022,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,059157050,210174000338,NKCES,905,A1,232,2004.00,1141.00,3145.00,9994.00,1561.00,11555.00,17204.00
20212022,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,059157060,210174000339,NKCES,905,A1,537,571.00,951.00,1522.00,9518.00,1508.00,11026.00,14132.00
20212022,059,KENTON,157,Erlanger-Elsmere Independent,061,Bartlett Educational Center,157061,059157061,210174002313,NKCES,905,A5,76,,,,,,,
20212022,033,ESTILL,161,Estill County,"",---District Total---,161,"","",SESC,907,"",1988,1646,592,2238,9693,2337,12031,21292
20212022,033,ESTILL,161,Estill County,011,Estill Springs Elementary,161011,033161011,210176001746,SESC,907,A1,480,1587,470,2325,8400,3277,12980,11917
20212022,033,ESTILL,161,Estill County,014,Estill County Success Academy,161014,033161014,210176002406,SESC,907,A5,20,,,,,,,
20212022,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,033161085,210176000341,SESC,907,A1,469,953,641,3406,11390,9186,13114,22300
20212022,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,SESC,907,A1,616,1705,500,2472,8192,2936,10285,12870
20212022,033,ESTILL,161,Estill County,220,South Irvine Early Learning Center,161220,033161220,210176000345,SESC,907,A4,0,,,,,,,
20212022,033,ESTILL,161,Estill County,280,West Irvine Intermediate,161280,033161280,210176000346,SESC,907,A1,403,1375,731,2386,9459,2665,13595,12533
20212022,010,BOYD,162,Fairview Independent,"",---District Total---,162,"","",KEDC,903,"",583,2414,1777,4191,9187,1867,11055,18916
20212022,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,010162011,210180001889,KEDC,903,A1,223,4621,2826,7447,15175,3912,18038,29156
20212022,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,A1,360,4283,3264,7552,15694,4790,18994,30217
20212022,034,FAYETTE,165,Fayette County,"",---District Total---,165,"","",CKEC,901,"",40726,1274,466,1740,12324,2254,14578,18360
20212022,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,034165005,210186000350,CKEC,901,A1,275,2179,583,2761,16500,2298,18799,23608
20212022,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,034165007,210186000351,CKEC,901,A1,245,1671,502,2225,16453,2328,18730,23143
20212022,034,FAYETTE,165,Fayette County,009,UK Early Childhood Lab,165009,034165009,210186002385,CKEC,901,A4,0,,,,,,,
20212022,034,FAYETTE,165,Fayette County,012,Veterans Park Elementary School,165012,034165012,210186001421,CKEC,901,A1,719,1907,374,2281,12232,2151,14382,18635
20212022,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,034165015,210186000353,CKEC,901,A1,835,768,426,1249,12668,2167,14780,18039
20212022,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000354,CKEC,901,A1,276,816,373,1189,16842,2399,19241,22314
20212022,034,FAYETTE,165,Fayette County,021,Martin L King Acad for Excellence Alt,165021,034165021,210186001848,CKEC,901,A5,209,,,,,,,
20212022,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000357,CKEC,901,A1,773,1397,489,1886,12573,2249,14821,18701
20212022,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000358,CKEC,901,A1,793,1139,426,1622,12200,2248,14391,18031
20212022,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000359,CKEC,901,A1,656,1410,373,1783,12014,2175,14189,17856
20212022,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,CKEC,901,A1,1086,912,453,1365,12070,2258,14327,17645
20212022,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,CKEC,901,A1,490,1644,558,2201,12638,2255,14893,19117
20212022,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,CKEC,901,A1,509,1732,394,2125,13094,2277,15371,19502
20212022,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,CKEC,901,A1,417,1580,428,2008,14888,2209,17096,21085
20212022,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,CKEC,901,A1,190,2049,881,2930,22946,2591,25537,30699
20212022,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,CKEC,901,A1,2075,828,376,1224,11183,2086,13250,16419
20212022,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,034165045,210186001987,CKEC,901,A1,551,1241,419,12660,12901,2238,15139,18781
20212022,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186001422,CKEC,901,A1,685,1878,496,2374,11887,2107,13994,18251
20212022,034,FAYETTE,165,Fayette County,054,The Stables,165054,034165054,210186002320,CKEC,901,A5,39,,,,,,,
20212022,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186002426,CKEC,901,A1,274,1853,472,2325,14169,2225,16394,20833
20212022,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186002199,CKEC,901,A1,260,2326,1340,3665,19889,2569,22459,28327
20212022,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,CKEC,901,A1,741,1294,425,1724,12272,2141,14409,18134
20212022,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186002189,CKEC,901,A1,679,1019,446,1464,12322,2169,14491,17962
20212022,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186002247,CKEC,901,A1,604,1794,429,2226,11699,2173,13868,18071
20212022,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,CKEC,901,A1,2450,831,384,1216,10051,2247,12299,15435
20212022,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,CKEC,901,A1,534,1782,443,2226,13018,2326,15345,19550
20212022,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,CKEC,901,A1,1004,1228,659,1933,11738,2286,13977,17908
20212022,034,FAYETTE,165,Fayette County,066,Family Care Center,165066,034165066,210186002325,CKEC,901,A5,33,,,,,,,
20212022,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,CKEC,901,A1,308,2690,603,3294,17347,2364,19711,25103
20212022,034,FAYETTE,165,Fayette County,068,Locust Trace AgriScience Center,165068,034165068,210186002362,CKEC,901,A2,0,,,,,,,
20212022,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,CKEC,901,A1,478,1821,700,2521,12898,2336,15234,19797
20212022,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,CKEC,901,A1,558,1009,396,1405,12002,2162,14164,17453
20212022,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,CKEC,901,A1,726,1177,375,1561,12578,2221,14810,18363
20212022,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,CKEC,901,A1,434,1968,579,2556,13982,2296,16269,20886
20212022,034,FAYETTE,165,Fayette County,079,Fayette County Preschool Center,165079,034165079,210186002337,CKEC,901,A4,0,,,,,,,
20212022,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,CKEC,901,A1,390,1864,550,2424,13629,2365,15984,20542
20212022,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000377,CKEC,901,A1,462,1762,382,2144,13940,2215,16155,20339
20212022,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186001584,CKEC,901,A1,404,1793,422,2215,14287,2245,16532,20795
20212022,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000378,CKEC,901,A1,651,1011,373,1384,12238,2126,14364,17632
20212022,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,CKEC,901,A1,234,1746,617,2363,16250,2499,18749,23217
20212022,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,CKEC,901,A1,613,1968,483,2452,12730,2310,15039,19515
20212022,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186002433,CKEC,901,A1,586,1584,536,2126,12241,2220,14455,18588
20212022,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186002435,CKEC,901,A1,733,811,373,1184,11556,2115,13671,16738
20212022,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000382,CKEC,901,A1,734,1482,499,1981,12588,2253,14842,18794
20212022,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,CKEC,901,A1,1738,876,422,1297,11045,2130,13173,16391
20212022,034,FAYETTE,165,Fayette County,106,Rise STEM Academy for Girls,165106,034165106,210186002513,CKEC,901,A5,184,,,,,,,
20212022,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,CKEC,901,A1,492,1664,402,2065,13603,2163,15765,19829
20212022,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,CKEC,901,A1,1662,792,389,1182,10837,2245,13082,16202
20212022,034,FAYETTE,165,Fayette County,130,STEAM Academy,165130,034165130,210186002341,CKEC,901,A5,288,,,,,,,
20212022,034,FAYETTE,165,Fayette County,133,Success Academy,165133,034165133,210186002463,CKEC,901,A5,90,,,,,,,
20212022,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000385,CKEC,901,A1,316,1512,581,2093,14664,2297,16961,21150
20212022,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,CKEC,901,A1,481,1313,437,1750,14410,2188,16598,20396
20212022,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,CKEC,901,A1,441,1424,531,1956,13364,2212,15576,19415
20212022,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,CKEC,901,A1,1861,1157,448,1605,10964,2125,13087,16622
20212022,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,CKEC,901,A1,382,1927,824,2826,16089,2348,18782,23754
20212022,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,CKEC,901,A1,405,2106,377,2490,14888,2291,17172,21814
20212022,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,CKEC,901,A1,2043,827,381,1208,10592,2199,12791,15915
20212022,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,CKEC,901,A1,1078,745,384,1133,11671,2148,13816,16945
20212022,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,CKEC,901,A1,554,1839,499,2338,13117,2293,15140,19772
20212022,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000393,CKEC,901,A1,807,1502,584,2086,12743,2182,14925,18991
20212022,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,CKEC,901,A1,457,1610,659,2269,12958,2267,15225,19582
20212022,034,FAYETTE,165,Fayette County,270,Carter G. Woodson Preparatory Academy,165270,034165270,"",CKEC,901,A5,86,,,,,,,
20212022,034,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,034165275,210186002323,CKEC,901,A5,235,,,,,,,
20212022,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,CKEC,901,A1,772,743,433,1176,11923,2231,14153,17316
20212022,034,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,034165531,210186002486,CKEC,901,A1,524,997,376,1374,12158,2167,14325,17583
20212022,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,CKEC,901,A1,472,1518,473,1991,13887,2317,16204,20079
20212022,034,FAYETTE,165,Fayette County,645,FCPS Virtual Academy,165645,034165645,210186002506,CKEC,901,A5,443,,,,,,,
20212022,034,FAYETTE,165,Fayette County,651,Audrey Grevious Center,165651,034165651,210186001480,CKEC,901,A6,26,,,,,,,
20212022,034,FAYETTE,165,Fayette County,887,Fayette Pre-School,165887,034165887,210186002263,CKEC,901,A4,0,,,,,,,
20212022,034,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,034165898,210186002251,CKEC,901,A5,149,,,,,,,
20212022,034,FAYETTE,165,Fayette County,899,Opportunity Middle College,165899,034165899,210186002242,CKEC,901,A5,27,,,,,,,
20212022,034,FAYETTE,165,Fayette County,904,Southside Technical Center,165904,034165904,210186001563,CKEC,901,A2,0,,,,,,,
20212022,034,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,034165905,210186001564,CKEC,901,A2,0,,,,,,,
20212022,035,FLEMING,171,Fleming County,"",---District Total---,171,"","",KEDC,903,"",2067,1453,851,2304,8627,2573,11200,14753
20212022,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000396,KEDC,903,A1,299,1629,700,2329,7646,2164,9810,12139
20212022,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000397,KEDC,903,A1,330,1146,772,1918,9890,2729,12618,14536
20212022,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,KEDC,903,A1,653,1151,1036,2187,8165,2849,11014,13201
20212022,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000399,KEDC,903,A1,472,1545,781,2326,8794,2617,11411,13737
20212022,035,FLEMING,171,Fleming County,050,E P Ward Elementary School,171050,035171050,210192000400,KEDC,903,A1,165,1684,729,2413,9805,2165,11970,14384
20212022,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000401,KEDC,903,A1,148,2565,873,3438,9202,2308,11510,14948
20212022,036,FLOYD,175,Floyd County,"",---District Total---,175,"","",KVEC,904,"",5242,2471,1511,3983,8732,2223,10955,16800
